endTime,artistName2,trackName,msPlayed

2023-03-07 22:29,JAY-Z,Run This Town,267520

2023-03-07 22:32,Calvin Harris,This Is What You Came For,222160

2023-03-07 22:36,Rihanna,Work,219320

2023-03-07 22:39,Rihanna,Pour It Up,161200

2023-03-07 22:44,T.I.,Live Your Life,338853

2023-03-07 22:48,Rihanna,Woo,235586

2023-03-07 22:52,Rihanna,What's My Name?,263173

2023-03-07 22:54,Rihanna,Where Have You Been,75604

2023-03-07 22:58,Rihanna,Loveeeeeee Song,256320

2023-03-07 23:39,Rihanna,Don't Stop The Music,248104

2023-03-08 01:55,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,235305

2023-03-08 01:56,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,69912

